상담회아이디,상담회주소,년,달,일,업체명,업종,설립년도,주소,홈페이지
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Daawon Co., Ltd.",식음료 제조업,2007,"65 Injeong-1 gil,Cheongsan-myeon,Okcheon-gun,Chungcheongbuk-do,Korea",www.daawon.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,JFOODSERVICE,식품제조*소분*무역,2010,"173 Samjuk-ro, Samjuk-myeon, Anseong-si, Gyeonggi-do, Korea 17512",www.jfoodservice.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"DAEKWANG F&G CO.,LTD",김치제조,1990,"45-8, Jungang-daero 680beon-gil, Busanjin-gu, Busan, Korea",www.dkfng.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,SAMYANG FOODS,"라면류, 국수류",1961,"104 OPAESAN-RO 3GIL SEOUNGBUK-GU, SEOUL",
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"BOKUMJARI CO.,LTD.",제조업,1996,"901 ACE TOWER, 361 SIMIN-DAERO, DONGAN-GU, ANYANG-SI, GYEONGGI-DO",www.bokumjari.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"SAHM YOOK SEA FOOD CO.,LTD",구이김,2007,"38 Macham-gil, Cheongso-myeon, Boryeong-si, Chungcheongnam-do, Republic of KOREA",www.36gim.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"SIK Co., Ltd",식음료,2004,"436 Yanghwa-Ro,Neungseo-Myeon,Yeoju City,Gyeonggi,Korea",http://www.sikco.kr/
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"HANSUNG FOOD CO ., LTD","제조, 도소매, 무역",1986,"9-10, Ojeong-ro 134 Beon-gil, Ojeong-gu, Bucheon-si, Gyeonggi-do, KOREA",www.hskimchi.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,HYE SUNG BEVERAGE CO.LTD,제조,2014,#202  MC TOWN 150 Munwha-ro Jincheonup Jincheongun Korea,www.hyesunggroup.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,TEAZEN.Inc.,"다류, 식품, 무역",2001,"80-23, Daeun-gil, Gyegok-myeon, Haenam-gun, Jeollanam-do",www.teazen.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,Aloe Farm Agriculture Association,제조업,2007,"282, Eumnae-ro, Geoje-myeon, Geoje-si, Gyeongsangnam-do",www.aloefarm.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,SAMIK MARKETING,신선농산물,2007,"94, Sanginseo-ro, Dalseo-gu, Daegu",
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,H&P INTERNATIONAL,도소매 무역,2011,,www.hnpinternational.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,HYE SUNG BEVERAGE CO.LTD,제조,2014,#202  MC TOWN 150 Munwha-ro Jincheonup Jincheongun Korea,www.hyesunggroup.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"HOSAN CO., LTD",무역,1994,"57, Iseopdaecheon-ro 263beon-gil, Hoberop-myeon, Icheon, Gyeonggi-do",N
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Rima Global Co., LTD","농,축,수산물가공및 판매 수출",2004,"59-16 Maegok-gil, Wungpo-myeon, Iksan-si, Jeonrabukdo, Korea",
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"TAEKWAN CO.,LTD.",무역업,2002,"#401,jungwoo bldg, injung-ro178, jung-gu, incheon",www.taekwan.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"HEE CHANG DAIRY AND FOOD INDUSTRY CO, LTD","식품제조, 가공",1969,"114, Singi-ro, Yangsan-si, Gyeongnam, Republic Of Korea",www.heechang.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Jinsan Beverage Co.,Ltd.",음료 제조업,2016,"13, Namjo-ro 3rd road, Jocheon-eup, Jeju, Korea",www.jinsanfnb.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Kwangdong Pharmaceutical Co.,Ltd",의약품/화장품/임대,1963,"85, Seochojungang-ro, Seocho-gu, Seoul, Korea",www.ekdp.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,HANMIRAE FOOD,"도소매,제조업,무역",2013,"No, 9-61, Yeongdong-gil,Hamchang-eup, Sangju city, Gyeongsangbuk-do, Korea",http://hanmirae.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,KEUMKANG B&F,청량음료외,1988,"106, Dusan-gil, Daesowon-myeon, Chungju-si, Chungcheongbuk-do, Republic of Korea",http://keumkangbnf.com/
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,ADDI GLOBAL Inc.,"제조, 무역",2016,"JST #908, 229, Seokjeong-ro, Michuhol-gu, Incheon",www.addiglobal.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,HEE CHANG TRADING,농수축산물 가공 및 수출 판매,1980,,http://www.heechangtrade.com/
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Rima Global Co., LTD","농,축,수산물가공및 판매 수출",2004,"59-16 Maegok-gil, Wungpo-myeon, Iksan-si, Jeonrabukdo, Korea",
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"World Food Services Co.,Ltd.",무역업,2015,"Rm 301 Innermass Bldg, 354-28 Dongtanwoncheon-ro, Hwaseong-si, Gyeonggi-do, 18423, South Korea",www.worldfoodsvc.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,Ecopanax Co.Ltd.,홍삼한방제품,2013,"38, Hongsamhanbang-ro, Jinan-eup, Jinan-gun, Jeollabuk-do, Republic of Korea",www.ecopanax.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"TAEKWAN CO.,LTD.",무역업,2002,"#401,jungwoo bldg, injung-ro178, jung-gu, incheon",www.taekwan.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,SAMJIN GLOBALNET,"무역업, 임대",1970,"562, Samseong-ro, Gangnam-gu, Seoul, Republic of Korea",http://www.wangfood.com/
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"SSMGLOBAL CO., LTD.","무역, 유통",2016,"385, Gulmi-ro, Juksan-myeon, Anseong-si, Gyeonggi-do, Korea",www.ssmglobal.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Mammmos Confectionery Co.,Ltd","생과자, 과자, 기타, 무역업",1985,"8, Dunchon-daero 526beon-gil, Jungwon-gu, Seongnam-si, Gyeonggi-do, Republic of Korea",www.mammos.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,HANMIRAE FOOD,"도소매,제조업,무역",2013,"No, 9-61, Yeongdong-gil,Hamchang-eup, Sangju city, Gyeongsangbuk-do, Korea",http://hanmirae.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"YOUNG POONG CO.,LTD",농식품가공,1993,"64, Seongseogongdanbuk-ro, Dalseo-gu, Daegu, 42712, KOREA",http://www.ypfoods.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"GYODONG FOOD CO.,LTD.","식품,축산물 가공업",1998,"181, Jiyong-ro, Okcheon-eup, Okcheon-gun, Chungcheongbuk-do, Korea",www.howchon.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"[K11] GAMRO700 AGRICULTURE CO., LTD.",다류,2015,"1305-54, Nochusan-ro, Wangsan-myeon, Gangneung-si, Gangwon-do",www.gamro700.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,Marineseed Korea,수출업체,2015,"27, Bucheon-ro 136beon-gil, Bucheon-si, Gyeonggi-do",www.marineseed.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,Halal Korea Co Ltd,컨설팅 및 인증업(할랄),2012,,www.koreahalal.org
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,H&P INTERNATIONAL,도소매 무역,2011,,www.hnpinternational.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"OURHOME CO., LTD.","집단급식, 경양식, 육가공, 쌀가공, 조미가공, HMR 제조업",2000,"382, Gangnam-daero, Gangnam-gu, Seoul",http://www.ourhome.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"DAMO CO., LTD.","제조업, 무역업",2007,,www.damofood.net
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Renewallife Co.,Ltd.",제조업,2004,"#816-3 Jipyeong-ro, Jipyeong-myeon, Yangpyeong-gun, Gyeonggi-do, Republic of Korea",www.renewallife.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"YILIP INTERNATIONAL CO., LTD.",신선농산물무역업,2015,"Room 101, 12-1 Naesammi-ro 80beon-gil, Osan-si, Gyeonggi-do, 18114, Republic of Korea",http://www.yilip.net
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Living Life Co., Ltd.","곡물제분,무역",1993,"275-43, Sinman-ro, Gonjiam-eup, Gwangju-si, Gyunggi-do, Korea",www.elivinglife.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,Lee's Marketing Inc.,"무역,농수산물외",2007,"508-33 Seolga-ro, Seolseoung-myeon, Icheon-si, Gyeonggi-do, Korea",www.wellplus.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,shinsagang,식품,2012,"29, Hwaseong-ro 2567 beon-gil, Maesong-myeon, Hwaseong-si, Gyeonggi-do",shinsagang.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"UNI TRADING CO., LTD",무역수출수출입업,1999,"NO 115-1808, 77, CHIPYONG-RO, SEO-GU, GWANGJU-CITY, ㅏㅐㄱㄷㅁ",http://my.agrotrade.net/mini/unitrade/
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"DONGSEO NONGSAN CO, LTD",무역,2005,"Rm.807, East Bldg., 295, Gwangpyeong-ro, Gangnam-gu, Seoul, Korea",N
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,Lee's Marketing Inc.,"무역,농수산물외",2007,"508-33 Seolga-ro, Seolseoung-myeon, Icheon-si, Gyeonggi-do, Korea",www.wellplus.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,SS TRADING,농수산물 수출입대행,2016,"101, 1140-12, Sinchang-dong, Gwangsan-gu, Gwangju, KOREA",
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"MORE CO., LTD.",식품 가공,2006,"113,DODONGGUYEOK-GIL,YEONGCHEON-SI,GYEONGSANGBUK-DO,KOREA",morecorp.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,RAON,무역,2017,"50 Misagangbyeondong-ro, Hanam-si, Gyeonggi-do",
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"BOKUMJARI CO.,LTD.",제조업,1996,"901 ACE TOWER, 361 SIMIN-DAERO, DONGAN-GU, ANYANG-SI, GYEONGGI-DO",www.bokumjari.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,HYE SUNG BEVERAGE CO.LTD,제조,2014,#202  MC TOWN 150 Munwha-ro Jincheonup Jincheongun Korea,www.hyesunggroup.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,Ikgkorea co.,무역,2011,"F718, Centumbiz, 45, Jojeong-daero, Hanam-si, Gyeonggi-do, Korea",www.ikgkorea.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,PCC Corporation,작물재배업. 제조업,2016,"61-61, Surijae-gil, Mitan-myeon, Pyeongchang-gun, Gangwon-do",
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"YILIP INTERNATIONAL CO., LTD.",신선농산물무역업,2015,"Room 101, 12-1 Naesammi-ro 80beon-gil, Osan-si, Gyeonggi-do, 18114, Republic of Korea",http://www.yilip.net
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,NATURE FARM Agriculture Corp.,농산물 제조 및 유통판매,2010,"257-18 Haksantopyeong-gil, Hwayang, Cheongdo, Gyeongbuk, KOREA",www.nfdry.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"JNS GLOBAL CO., LTD.",무역업,2016,"Rm1304, 141, Seowon-ro, Wansan-gu, Jeonju, Jeonbuk, Korea",www.jnsglobalkorea.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"TAEKWAN CO.,LTD.",무역업,2002,"#401,jungwoo bldg, injung-ro178, jung-gu, incheon",www.taekwan.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"CHOGA CO.,LTD",주류제조,2005,"33-12, Oegol-gil, Gimhwa-eup, Cheorwon-gun, Gangwon-do, 24055, Rep. of KOREA",www.choga.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,NATURE FARM Agriculture Corp.,농산물 제조 및 유통판매,2010,"257-18 Haksantopyeong-gil, Hwayang, Cheongdo, Gyeongbuk, KOREA",www.nfdry.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,sandolfood,"전분, 사료, 면류",2004,,http://www.sandolfood.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"worldfood.co.,Ltd","스낵류, 과자",1986,,www.murgerbon.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,Woomtree Corporation,"식품가공,장류",1978,"1206, JEONYEONGRO, CHANGSU MYEON, POCHEON CITY, GYEONGGIDO",www.woomtree.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Chungwoo Food Corp.,Inc.",제조업,2004,,www.chungwoofood.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,Sang Ju wonyae agricultural cooperative,"과일,채소도매업.일반자재",1988,"37240 1149,Yeongnamjeil-ro,Sangju-si,Gyeongsangbuk-do,Korea",sangjuwonhyup.nonghyup.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,H&P INTERNATIONAL,도소매 무역,2011,,www.hnpinternational.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Badaone Co., Ltd.","건어물, 건어물 가공, 무역업",1995,,www.badaone.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"MORE CO., LTD.",식품 가공,2006,"113,DODONGGUYEOK-GIL,YEONGCHEON-SI,GYEONGSANGBUK-DO,KOREA",morecorp.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"GYODONG FOOD CO.,LTD.","식품,축산물 가공업",1998,"181, Jiyong-ro, Okcheon-eup, Okcheon-gun, Chungcheongbuk-do, Korea",www.howchon.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"HEE CHANG DAIRY AND FOOD INDUSTRY CO, LTD","식품제조, 가공",1969,"114, Singi-ro, Yangsan-si, Gyeongnam, Republic Of Korea",www.heechang.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,YONSEI UNIVERSITY DAIRY,"낙농품,두유 등",1962,"829, YEUMBONG-RO, YEUMBONG-MYUN, ASAN-SI, CHUNGCHEONGNAM-DO, KOREA.",http://www.yonseidairy.com/milk/
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Health Balance Co., Ltd.","건강기능성식품, 영유아 간부식, 이유식",2006,"Suite 2104, 21Fl., Trade Tower, Samseong-Dong, Gangnam-Gu, Seoul",https://mall.hbalance.co.kr/     http://www.alvins.co.kr/
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,SFCBio Inc.,"제조, 도소매",1999,"25, Gasan digital 1-ro, Geumcheon-gu, Seoul",www.sfcbio.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Mammmos Confectionery Co.,Ltd","생과자, 과자, 기타, 무역업",1985,"8, Dunchon-daero 526beon-gil, Jungwon-gu, Seongnam-si, Gyeonggi-do, Republic of Korea",www.mammos.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"OURHOME CO., LTD.","집단급식, 경양식, 육가공, 쌀가공, 조미가공, HMR 제조업",2000,"382, Gangnam-daero, Gangnam-gu, Seoul",http://www.ourhome.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Jeion Co., Ltd.",유아식품,2013,"303, Cheonjam-ro, Wansan-gu, Jeollabuk-do, 55069, S.Korea",www.jeion.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Chungwoo Food Corp.,Inc.",제조업,2004,,www.chungwoofood.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Namyang Dairy Products Co., Ltd.","낙농품, 음료",1964,"240, Dosan-daero, Gangnam-gu, Seoul",.http://company.namyangi.com/
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"YOUNG POONG CO.,LTD",농식품가공,1993,"64, Seongseogongdanbuk-ro, Dalseo-gu, Daegu, 42712, KOREA",http://www.ypfoods.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Kwangdong Pharmaceutical Co.,Ltd",의약품/화장품/임대,1963,"85, Seochojungang-ro, Seocho-gu, Seoul, Korea",www.ekdp.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,HANMIRAE FOOD,"도소매,제조업,무역",2013,"No, 9-61, Yeongdong-gil,Hamchang-eup, Sangju city, Gyeongsangbuk-do, Korea",http://hanmirae.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,ORIENTAL F&B,식품 무역,2011,"11, Beobwon-ro 11-gil, Songpa-gu, Seoul",www.orientalfnb.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Nokchawon Co., Ltd.","무역, 다류식품",1992,"84, Seocho-daero 4-gil, Seocho-gu, Seoul",www.nokchawon.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"SSMGLOBAL CO., LTD.","무역, 유통",2016,"385, Gulmi-ro, Juksan-myeon, Anseong-si, Gyeonggi-do, Korea",www.ssmglobal.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"HEE CHANG DAIRY AND FOOD INDUSTRY CO, LTD","식품제조, 가공",1969,"114, Singi-ro, Yangsan-si, Gyeongnam, Republic Of Korea",www.heechang.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,HUMANWELL,식품제조가공,2000,"NO.130, Noi-gil, Nongong-eup, Dalseong-gun, Daegu",www.humanwell.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,SD Korea,식품,2015,"70, Baksan-ro, Yuseong-gu, Daejeon",www.sd-korea.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,YOUNG SHIN FOOD CO.,"맛김,수산물",2001,"131-22, Sinwol-gil, Seo-myeon, Seocheon-gun, Chungcheongnam-do, Repulbic of Korea",www.seafriend.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Chungwoo Food Corp.,Inc.",제조업,2004,,www.chungwoofood.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"GMF CO., LTD.","음식료품,수출입업",2006,,www.gmfkorea.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"worldfood.co.,Ltd","스낵류, 과자",1986,,www.murgerbon.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,SAMJIN GLOBALNET,"무역업, 임대",1970,"562, Samseong-ro, Gangnam-gu, Seoul, Republic of Korea",http://www.wangfood.com/
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"GMF CO., LTD.","음식료품,수출입업",2006,,www.gmfkorea.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"IIKIM CO.,LTD.","김치,반찬류",2005,"35,GEUMGUL4-GIL,BO-EUN-EUP,BO-EUN-GUN,CHUNGCHEONGBUK-DO,KOREA",http://www.iikim.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"SAHM YOOK SEA FOOD CO.,LTD",구이김,2007,"38 Macham-gil, Cheongso-myeon, Boryeong-si, Chungcheongnam-do, Republic of KOREA",www.36gim.com
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"SEUNG IN FOOD CO., LTD","참기름,들기름",2015,"58, Nakdongnam-ro 1013beon-gil, Gangseo-gu, Busan",http://seunginfood2.modoo.at
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Living Life Co., Ltd.","곡물제분,무역",1993,"275-43, Sinman-ro, Gonjiam-eup, Gwangju-si, Gyunggi-do, Korea",www.elivinglife.co.kr
2018 거대 신흥시장 바이어 초청 수출상담회(업체선정완료),서울 그랜드 하얏트 호텔 그랜드볼룸,2018,11,22,"Renewallife Co.,Ltd.",제조업,2004,"#816-3 Jipyeong-ro, Jipyeong-myeon, Yangpyeong-gun, Gyeonggi-do, Republic of Korea",www.renewallife.com
